Turning Improperly	Failure to Keep Right	Unspecified			1
Failure to Keep Right	Backing Unsafely	Backing Unsafely			1
Failure to Keep Right	Alcohol Involvement				1
Turning Improperly	Failure to Yield Right-of-Way	Other Vehicular			1
Drugs (Illegal)	Unspecified	Unspecified	Unspecified	Unspecified	1
Turning Improperly	Failure to Yield Right-of-Way	Turning Improperly			1
Turning Improperly	Failure to Yield Right-of-Way	Unspecified			1
Drugs (Illegal)	Turning Improperly				1
Drugs (Illegal)	Traffic Control Disregarded				1
Drugs (Illegal)	Prescription Medication	Unspecified	Unspecified		1
Drugs (Illegal)	Prescription Medication				1
Drugs (Illegal)	Other Vehicular	Unspecified	Unspecified	Unspecified	1
Drugs (Illegal)	Other Vehicular	Unspecified			1
Drugs (Illegal)	Other Vehicular	Drugs (Illegal)	Drugs (Illegal)		1
Drugs (Illegal)	Other Vehicular	Driver Inattention/Distraction			1
Drugs (Illegal)	Illness				1
Drugs (Illegal)	Fatigued/Drowsy	Unspecified			1
Drugs (Illegal)	Fatigued/Drowsy	Drugs (Illegal)			1
Drugs (Illegal)	Drugs (Illegal)	Unspecified			1
Driver Inexperience	View Obstructed/Limited				1
Turning Improperly	Fatigued/Drowsy	Fatigued/Drowsy	Unspecified	Unspecified	1
Turning Improperly	Fatigued/Drowsy	Unspecified	Unspecified		1
Turning Improperly	Fell Asleep				1
Turning Improperly	Glare				1
Driver Inexperience	Unsafe Speed	Unspecified			1
Driver Inexperience	Turning Improperly	Other Vehicular	Unspecified		1
Driver Inexperience	Traffic Control Disregarded	Traffic Control Disregarded			1
Driver Inexperience	Traffic Control Disregarded	Fatigued/Drowsy			1
Driver Inexperience	Reaction to Other Uninvolved Vehicle	Unspecified			1
Driver Inexperience	Reaction to Other Uninvolved Vehicle				1
Turning Improperly	Other Electronic Device	Traffic Control Disregarded			1
Driver Inexperience	Physical Disability	Unspecified	Unspecified		1
Driver Inexperience	Physical Disability	Unspecified			1
Driver Inexperience	Physical Disability	Pavement Slippery			1
Driver Inexperience	Physical Disability	Other Vehicular			1
Driver Inexperience	Pavement Slippery	Unspecified			1
Driver Inexperience	Outside Car Distraction	Unspecified			1
Driver Inexperience	Outside Car Distraction	Other Electronic Device			1
Driver Inexperience	Other Vehicular	Unspecified	Unspecified	Unspecified	1
Driver Inexperience	Other Vehicular	Driver Inexperience	Other Vehicular	Driver Inexperience	1
Turning Improperly	Other Electronic Device	Unspecified			1
Driver Inexperience	Other Electronic Device				1
Driver Inexperience	Lost Consciousness	Unspecified	Unspecified		1
Turning Improperly	Other Vehicular	Other Vehicular			1
Driver Inexperience	Illness	Driver Inattention/Distraction			1
Driver Inexperience	Fatigued/Drowsy	Unspecified	Unspecified		1
Driver Inexperience	Fatigued/Drowsy	Turning Improperly	Fatigued/Drowsy		1
Driver Inexperience	Fatigued/Drowsy	Other Vehicular			1
Driver Inexperience	Fatigued/Drowsy	Fatigued/Drowsy			1
Driver Inexperience	Fatigued/Drowsy	Driver Inexperience			1
Turning Improperly	Other Vehicular	Other Vehicular	Other Vehicular	Unspecified	1
Driver Inexperience	Failure to Yield Right-of-Way	Unspecified	Unspecified		1
Driver Inexperience	Failure to Yield Right-of-Way	Traffic Control Disregarded			1
Driver Inexperience	Failure to Yield Right-of-Way	Failure to Yield Right-of-Way			1
Turning Improperly	Other Vehicular	Turning Improperly			1
Driver Inexperience	Driver Inexperience	Traffic Control Disregarded			1
Driver Inexperience	Driver Inexperience	Fatigued/Drowsy			1
Driver Inexperience	Driver Inexperience	Drugs (Illegal)	Unspecified	Unspecified	1
Driver Inexperience	Driver Inexperience	Driver Inexperience	Driver Inexperience		1
Turning Improperly	Other Vehicular	Unspecified	Unspecified		1
Turning Improperly	Outside Car Distraction	Outside Car Distraction			1
Driver Inexperience	Driver Inattention/Distraction	Driver Inexperience			1
Driver Inexperience	Driver Inattention/Distraction	Driver Inattention/Distraction	Driver Inattention/Distraction		1
Turning Improperly	Outside Car Distraction	Unspecified			1
Driver Inexperience	Cell Phone (hand-held)	Unspecified			1
Driver Inexperience	Backing Unsafely	Unspecified			1
Driver Inexperience	Backing Unsafely	Driver Inexperience	Failure to Yield Right-of-Way	Failure to Yield Right-of-Way	1
Turning Improperly	Pavement Slippery	Pavement Slippery			1
Driver Inexperience	Alcohol Involvement	Alcohol Involvement			1
Driver Inexperience	Alcohol Involvement				1
Driver Inexperience	Aggressive Driving/Road Rage	Other Vehicular	Other Vehicular		1
Driver Inexperience	Aggressive Driving/Road Rage				1
Driver Inexperience	Accelerator Defective	Unspecified	Unspecified	Unspecified	1
Driver Inattention/Distraction	Windshield Inadequate				1
Turning Improperly	Physical Disability	Unspecified			1
Turning Improperly	Prescription Medication	Unspecified			1
Turning Improperly	Reaction to Other Uninvolved Vehicle	Backing Unsafely			1
Turning Improperly	Tire Failure/Inadequate				1
Driver Inattention/Distraction	Unsafe Speed	Unspecified	Unspecified		1
Turning Improperly	Traffic Control Disregarded	Driver Inexperience			1
Driver Inattention/Distraction	Unsafe Lane Changing	Driver Inexperience	Unspecified		1
Driver Inattention/Distraction	Unsafe Lane Changing				1
Driver Inattention/Distraction	Turning Improperly	Unspecified	Unspecified		1
Turning Improperly	Traffic Control Disregarded	Lost Consciousness			1
Driver Inattention/Distraction	Turning Improperly	Turning Improperly	Turning Improperly	Unspecified	1
Driver Inattention/Distraction	Turning Improperly	Fatigued/Drowsy			1
Driver Inattention/Distraction	Turning Improperly	Driver Inattention/Distraction			1
Turning Improperly	Traffic Control Disregarded	Traffic Control Disregarded			1
Driver Inattention/Distraction	Traffic Control Disregarded	Unspecified	Unspecified	Unspecified	1
Turning Improperly	Traffic Control Disregarded	Traffic Control Disregarded	Unspecified	Unspecified	1
Driver Inattention/Distraction	Traffic Control Disregarded	Traffic Control Disregarded	Unspecified		1
Driver Inattention/Distraction	Traffic Control Disregarded	Other Vehicular			1
Driver Inattention/Distraction	Traffic Control Disregarded	Failure to Yield Right-of-Way	Unspecified		1
Driver Inattention/Distraction	Tire Failure/Inadequate				1
Driver Inattention/Distraction	Steering Failure	Unspecified			1
Driver Inattention/Distraction	Steering Failure				1
Driver Inattention/Distraction	Reaction to Other Uninvolved Vehicle	Unspecified	Unspecified		1
Driver Inattention/Distraction	Reaction to Other Uninvolved Vehicle	Unspecified			1
Driver Inattention/Distraction	Prescription Medication	Unspecified			1
Driver Inattention/Distraction	Prescription Medication	Alcohol Involvement			1
Driver Inattention/Distraction	Physical Disability	Physical Disability	Unspecified		1
Driver Inattention/Distraction	Physical Disability	Driver Inattention/Distraction			1
Turning Improperly	Turning Improperly	Driver Inattention/Distraction			1
Driver Inattention/Distraction	Pedestrian/Bicyclist/Other Pedestrian Error/Confusion				1
Driver Inattention/Distraction	Pavement Slippery	Unspecified			1
Driver Inattention/Distraction	Pavement Slippery	Pavement Slippery			1
Driver Inattention/Distraction	Pavement Slippery	Other Vehicular			1
Driver Inattention/Distraction	Pavement Slippery	Driver Inattention/Distraction	Driver Inattention/Distraction	Driver Inattention/Distraction	1
Turning Improperly	Turning Improperly	Fatigued/Drowsy			1
Driver Inattention/Distraction	Pavement Defective	Unspecified	Unspecified	Unspecified	1
Driver Inattention/Distraction	Pavement Defective				1
Driver Inattention/Distraction	Oversized Vehicle	Unspecified	Unspecified	Unspecified	1
Turning Improperly	Turning Improperly	Fatigued/Drowsy	Fatigued/Drowsy		1
Driver Inattention/Distraction	Outside Car Distraction	Unspecified	Unspecified	Unspecified	1
Driver Inattention/Distraction	Outside Car Distraction	Outside Car Distraction			1
Driver Inattention/Distraction	Outside Car Distraction	Driver Inattention/Distraction	Unspecified	Unspecified	1
Driver Inattention/Distraction	Outside Car Distraction	Driver Inattention/Distraction			1
Driver Inattention/Distraction	Outside Car Distraction	Brakes Defective			1
Turning Improperly	Turning Improperly	Other Vehicular			1
Driver Inattention/Distraction	Other Vehicular	Unspecified	Unspecified		1
Turning Improperly	Turning Improperly	Traffic Control Disregarded			1
Driver Inattention/Distraction	Other Vehicular	Other Vehicular	Other Vehicular	Other Vehicular	1
Driver Inattention/Distraction	Other Vehicular	Illness			1
Driver Inattention/Distraction	Other Vehicular	Driver Inexperience	Fell Asleep		1
Turning Improperly	Turning Improperly	Turning Improperly	Turning Improperly		1
Driver Inattention/Distraction	Other Electronic Device	Unspecified	Unspecified	Unspecified	1
Driver Inattention/Distraction	Other Electronic Device	Other Electronic Device			1
Turning Improperly	Turning Improperly	Turning Improperly	Unspecified		1
Accelerator Defective	Accelerator Defective	Unspecified	Unspecified		1
Turning Improperly	Turning Improperly	Unspecified	Unspecified		1
Driver Inattention/Distraction	Illness	Unspecified			1
Driver Inattention/Distraction	Following Too Closely	Driver Inattention/Distraction			1
Driver Inattention/Distraction	Following Too Closely				1
Driver Inattention/Distraction	Fell Asleep	Unspecified			1
Driver Inattention/Distraction	Fatigued/Drowsy	Unspecified	Unspecified	Unspecified	1
Turning Improperly	Unsafe Speed	Unspecified			1
Driver Inattention/Distraction	Fatigued/Drowsy	Other Vehicular	Other Vehicular	Other Vehicular	1
Driver Inattention/Distraction	Fatigued/Drowsy	Other Electronic Device			1
Driver Inattention/Distraction	Fatigued/Drowsy	Fatigued/Drowsy	Unspecified	Unspecified	1
Driver Inattention/Distraction	Fatigued/Drowsy	Failure to Yield Right-of-Way	Fatigued/Drowsy		1
Driver Inattention/Distraction	Fatigued/Drowsy	Driver Inexperience			1
Driver Inattention/Distraction	Fatigued/Drowsy	Driver Inattention/Distraction	Driver Inattention/Distraction		1
Driver Inattention/Distraction	Fatigued/Drowsy	Backing Unsafely			1
Turning Improperly	View Obstructed/Limited				1
Driver Inattention/Distraction	Failure to Yield Right-of-Way	Unspecified	Unspecified	Unspecified	1
Driver Inattention/Distraction	Failure to Yield Right-of-Way	Driver Inattention/Distraction			1
Unsafe Lane Changing	Aggressive Driving/Road Rage				1
Driver Inattention/Distraction	Driver Inexperience	Unspecified	Unspecified		1
Driver Inattention/Distraction	Driver Inexperience	Failure to Yield Right-of-Way	Unspecified		1
Driver Inattention/Distraction	Driver Inexperience	Driver Inexperience	Failure to Keep Right	Unspecified	1
Driver Inattention/Distraction	Driver Inexperience	Driver Inexperience			1
Driver Inattention/Distraction	Driver Inexperience	Driver Inattention/Distraction	Unspecified	Unspecified	1
Unsafe Lane Changing	Driver Inattention/Distraction	Unspecified			1
Unsafe Lane Changing	Failure to Yield Right-of-Way				1
Driver Inattention/Distraction	Driver Inattention/Distraction	Physical Disability			1
Driver Inattention/Distraction	Driver Inattention/Distraction	Other Vehicular	Other Vehicular	Other Vehicular	1
Driver Inattention/Distraction	Driver Inattention/Distraction	Other Electronic Device			1
Driver Inattention/Distraction	Driver Inattention/Distraction	Lost Consciousness			1
Driver Inattention/Distraction	Driver Inattention/Distraction	Following Too Closely			1
Driver Inattention/Distraction	Driver Inattention/Distraction	Fatigued/Drowsy	Unspecified		1
Driver Inattention/Distraction	Driver Inattention/Distraction	Failure to Yield Right-of-Way			1
Driver Inattention/Distraction	Driver Inattention/Distraction	Driver Inexperience			1
Driver Inattention/Distraction	Driver Inattention/Distraction	Driver Inattention/Distraction	Unspecified	Unspecified	1
Unsafe Lane Changing	Fatigued/Drowsy	Fatigued/Drowsy			1
Driver Inattention/Distraction	Driver Inattention/Distraction	Driver Inattention/Distraction	Driver Inattention/Distraction	Unspecified	1
Unsafe Lane Changing	Other Electronic Device				1
Driver Inattention/Distraction	Driver Inattention/Distraction	Brakes Defective			1
Driver Inattention/Distraction	Driver Inattention/Distraction	Aggressive Driving/Road Rage			1
Unsafe Lane Changing	Turning Improperly				1
Driver Inattention/Distraction	Brakes Defective	Unspecified	Unspecified		1
Driver Inattention/Distraction	Brakes Defective	Unspecified			1
Driver Inattention/Distraction	Backing Unsafely	Unspecified	Unspecified		1
Driver Inattention/Distraction	Backing Unsafely	Driver Inattention/Distraction			1
Driver Inattention/Distraction	Animals Action				1
Unsafe Lane Changing	Unsafe Lane Changing	Unspecified			1
Driver Inattention/Distraction	Aggressive Driving/Road Rage	Unspecified			1
Driver Inattention/Distraction	Aggressive Driving/Road Rage	Other Vehicular			1
Unsafe Lane Changing	Unspecified	Unspecified	Unspecified		1
Cell Phone (hands-free)	Unspecified	Unspecified			1
Unsafe Speed	Driver Inexperience				1
Cell Phone (hands-free)	Fatigued/Drowsy	Unspecified			1
Cell Phone (hands-free)	Fatigued/Drowsy				1
Cell Phone (hands-free)	Driver Inexperience				1
Cell Phone (hands-free)	Backing Unsafely				1
Unsafe Speed	Failure to Keep Right	Unspecified			1
Cell Phone (hand-held)	Prescription Medication				1
Cell Phone (hand-held)	Fell Asleep				1
Cell Phone (hand-held)					1
Unsafe Speed	Lost Consciousness				1
Brakes Defective	Unsafe Speed	Unspecified	Unspecified		1
Brakes Defective	Turning Improperly	Unspecified	Unspecified		1
Brakes Defective	Turning Improperly				1
Brakes Defective	Tire Failure/Inadequate				1
Brakes Defective	Steering Failure	Unspecified	Unspecified		1
Brakes Defective	Physical Disability				1
Brakes Defective	Pavement Slippery	Unspecified			1
Brakes Defective	Oversized Vehicle	Unspecified			1
Brakes Defective	Oversized Vehicle				1
Brakes Defective	Other Vehicular	Other Vehicular	Other Vehicular	Other Vehicular	1
Brakes Defective	Fatigued/Drowsy	Unspecified	Unspecified		1
Brakes Defective	Fatigued/Drowsy				1
Brakes Defective	Driver Inexperience	Unspecified	Unspecified		1
Brakes Defective	Brakes Defective	Brakes Defective	Brakes Defective	Brakes Defective	1
Brakes Defective	Brakes Defective	Brakes Defective	Brakes Defective		1
Unsafe Speed	Physical Disability				1
Brakes Defective	Accelerator Defective	Unspecified			1
Brakes Defective	Accelerator Defective				1
Unsafe Speed	Unsafe Lane Changing				1
Backing Unsafely	Turning Improperly	Other Vehicular			1
Unsafe Speed	Unsafe Speed	Unsafe Speed			1
Backing Unsafely	Traffic Control Disregarded	Unspecified	Unspecified	Unspecified	1
Backing Unsafely	Traffic Control Disregarded	Unspecified			1
Backing Unsafely	Reaction to Other Uninvolved Vehicle				1
Backing Unsafely	Prescription Medication	Unspecified			1
Unsafe Speed	Unsafe Speed	Unspecified	Unspecified	Unspecified	1
Backing Unsafely	Passing or Lane Usage Improper				1
Backing Unsafely	Oversized Vehicle	Unspecified			1
Backing Unsafely	Other Vehicular	Other Vehicular	Other Vehicular		1
Backing Unsafely	Other Vehicular	Other Vehicular			1
Backing Unsafely	Other Electronic Device	Unspecified	Unspecified	Unspecified	1
Backing Unsafely	Obstruction/Debris				1
Backing Unsafely	Lost Consciousness	Unspecified			1
Backing Unsafely	Fell Asleep	Unspecified			1
Backing Unsafely	Fell Asleep	Fell Asleep			1
Backing Unsafely	Fell Asleep				1
Backing Unsafely	Fatigued/Drowsy	Unspecified			1
Backing Unsafely	Fatigued/Drowsy	Traffic Control Disregarded			1
Backing Unsafely	Fatigued/Drowsy	Backing Unsafely			1
Backing Unsafely	Failure to Yield Right-of-Way	Unspecified			1
Backing Unsafely	Driver Inexperience	Unspecified			1
Backing Unsafely	Driver Inattention/Distraction	Unspecified	Unspecified	Unspecified	1
Backing Unsafely	Driver Inattention/Distraction	Unspecified	Unspecified		1
View Obstructed/Limited	Driver Inattention/Distraction	Unspecified			1
Backing Unsafely	Brakes Defective				1
Backing Unsafely	Backing Unsafely	Unspecified	Unspecified	Unspecified	1
View Obstructed/Limited	Driver Inattention/Distraction	Unspecified	Unspecified	Unspecified	1
Backing Unsafely	Backing Unsafely	Backing Unsafely	Backing Unsafely		1
View Obstructed/Limited	Driver Inexperience	Unspecified			1
Accelerator Defective	Accelerator Defective				1
View Obstructed/Limited	Drugs (Illegal)				1
Animals Action	Traffic Control Disregarded				1
Animals Action	Other Vehicular	Other Vehicular	Other Vehicular	Other Vehicular	1
Animals Action	Other Vehicular				1
Animals Action	Driver Inattention/Distraction				1
Animals Action	Animals Action				1
View Obstructed/Limited	Failure to Yield Right-of-Way	Unspecified			1
View Obstructed/Limited	Fatigued/Drowsy	Unspecified			1
View Obstructed/Limited	Glare				1
View Obstructed/Limited	Headlights Defective				1
Alcohol Involvement	Turning Improperly	Alcohol Involvement			1
Alcohol Involvement	Traffic Control Disregarded	Unspecified	Unspecified		1
Alcohol Involvement	Traffic Control Disregarded	Traffic Control Disregarded	Unspecified		1
Alcohol Involvement	Traffic Control Device Improper/Non-Working				1
Alcohol Involvement	Reaction to Other Uninvolved Vehicle				1
Alcohol Involvement	Passenger Distraction				1
Alcohol Involvement	Outside Car Distraction	Unspecified			1
Alcohol Involvement	Other Vehicular	Unspecified	Unspecified		1
Alcohol Involvement	Other Vehicular	Unspecified			1
Alcohol Involvement	Other Vehicular	Other Vehicular	Other Vehicular	Other Vehicular	1
Alcohol Involvement	Other Vehicular	Other Vehicular	Other Vehicular		1
Alcohol Involvement	Other Vehicular	Alcohol Involvement			1
View Obstructed/Limited	Lane Marking Improper/Inadequate				1
Alcohol Involvement	Obstruction/Debris	Obstruction/Debris	Obstruction/Debris		1
Alcohol Involvement	Obstruction/Debris				1
Alcohol Involvement	Illness	Unspecified			1
Alcohol Involvement	Following Too Closely	Unspecified			1
Alcohol Involvement	Failure to Yield Right-of-Way	Unspecified	Unspecified		1
Alcohol Involvement	Failure to Yield Right-of-Way	Unspecified			1
Alcohol Involvement	Failure to Yield Right-of-Way	Alcohol Involvement	Failure to Yield Right-of-Way	Alcohol Involvement	1
Alcohol Involvement	Failure to Keep Right	Unspecified	Unspecified	Unspecified	1
Alcohol Involvement	Failure to Keep Right	Unspecified	Unspecified		1
Alcohol Involvement	Drugs (Illegal)	Unspecified	Unspecified	Unspecified	1
Alcohol Involvement	Drugs (Illegal)	Other Vehicular			1
Alcohol Involvement	Driver Inexperience	Unspecified			1
Alcohol Involvement	Driver Inexperience	Alcohol Involvement			1
Alcohol Involvement	Driver Inattention/Distraction	Unspecified	Unspecified	Unspecified	1
View Obstructed/Limited	Other Electronic Device				1
Alcohol Involvement	Backing Unsafely	Unspecified			1
Alcohol Involvement	Backing Unsafely	Backing Unsafely	Unspecified	Unspecified	1
Windshield Inadequate					1
Alcohol Involvement	Alcohol Involvement	Alcohol Involvement	Unspecified		1
Alcohol Involvement	Alcohol Involvement	Alcohol Involvement	Alcohol Involvement		1
Alcohol Involvement	Accelerator Defective				1
View Obstructed/Limited	Outside Car Distraction	Fatigued/Drowsy			1
Windshield Inadequate	Unspecified	Unspecified	Unspecified		1
View Obstructed/Limited	Passing or Lane Usage Improper				1
View Obstructed/Limited	Pavement Slippery				1
Aggressive Driving/Road Rage	Unsafe Lane Changing				1
Aggressive Driving/Road Rage	Turning Improperly	Unspecified	Unspecified		1
Aggressive Driving/Road Rage	Traffic Control Disregarded	Unspecified	Unspecified		1
Aggressive Driving/Road Rage	Oversized Vehicle				1
Aggressive Driving/Road Rage	Outside Car Distraction				1
Aggressive Driving/Road Rage	Other Vehicular	Unspecified			1
Aggressive Driving/Road Rage	Other Electronic Device				1
Aggressive Driving/Road Rage	Lost Consciousness	Unspecified	Unspecified	Unspecified	1
View Obstructed/Limited	Reaction to Other Uninvolved Vehicle	Unspecified			1
Aggressive Driving/Road Rage	Fatigued/Drowsy	Fatigued/Drowsy			1
View Obstructed/Limited	Traffic Control Disregarded	Unspecified			1
Aggressive Driving/Road Rage	Driver Inexperience	Unspecified	Unspecified		1
Aggressive Driving/Road Rage	Driver Inattention/Distraction	Unspecified	Unspecified	Unspecified	1
View Obstructed/Limited	Unsafe Speed				1
Aggressive Driving/Road Rage	Cell Phone (hands-free)				1
Aggressive Driving/Road Rage	Aggressive Driving/Road Rage	Aggressive Driving/Road Rage	Unspecified		1
Physical Disability	Prescription Medication	Unspecified			1
Physical Disability	Traffic Control Disregarded	Unspecified	Unspecified		1
Physical Disability	Physical Disability	Unspecified	Unspecified	Unspecified	1
Physical Disability	Physical Disability	Physical Disability	Physical Disability		1
Physical Disability	Physical Disability	Failure to Yield Right-of-Way			1
Physical Disability	Passing or Lane Usage Improper				1
Physical Disability	Outside Car Distraction				1
Physical Disability	Other Vehicular	Other Vehicular	Unspecified	Unspecified	1
